Tue Jul 28 2020 15:55:28 GMT+0800 (GMT+08:00)
CH\瑞士超级联赛\苏黎世(FC Zurich) VS 锡永(Sion) | 2020/7/29 02:30 | 主 | 卖 | 119 | 07-28 13:17:05
SE\瑞典甲级联赛\代格福什(Degerfors) VS 奥斯达(Osters) | 2020/7/30 01:00 | 客 | 买+ | 0 | 07-28 13:23:03
SE\瑞典甲级联赛\代格福什(Degerfors) VS 奥斯达(Osters) | 2020/7/30 01:00 | 客 | 卖+ | 0 | 07-28 15:03:08
SE\瑞典甲级联赛\代格福什(Degerfors) VS 奥斯达(Osters) | 2020/7/30 01:00 | 客 | 卖+ | 127 | 07-28 15:31:15
SE\瑞典甲级联赛\代格福什(Degerfors) VS 奥斯达(Osters) | 2020/7/30 01:00 | 平 | - | 0 | 07-28 12:34:51
SE\瑞典甲级联赛\代格福什(Degerfors) VS 奥斯达(Osters) | 2020/7/30 01:00 | 平 | 冲 | 0 | 07-28 13:02:56
SE\瑞典甲级联赛\代格福什(Degerfors) VS 奥斯达(Osters) | 2020/7/30 01:00 | 平 | 买+ | 0 | 07-28 13:23:03
SE\瑞典甲级联赛\代格福什(Degerfors) VS 奥斯达(Osters) | 2020/7/30 01:00 | 平 | 卖+ | 0 | 07-28 15:03:08
SE\瑞典甲级联赛\代格福什(Degerfors) VS 奥斯达(Osters) | 2020/7/30 01:00 | 平 | 冲 | 0 | 07-28 15:31:15
TR\土耳其杯\特拉布宗体育(Trabzonspor) VS 阿拉尼亚体育(Alanyaspor) | 2020/7/30 02:30 | 主 | - | 0 | 07-28 12:35:01
TR\土耳其杯\特拉布宗体育(Trabzonspor) VS 阿拉尼亚体育(Alanyaspor) | 2020/7/30 02:30 | 主 | 冲 | -1 | 07-28 13:03:04
TR\土耳其杯\特拉布宗体育(Trabzonspor) VS 阿拉尼亚体育(Alanyaspor) | 2020/7/30 02:30 | 主 | 买+ | 0 | 07-28 13:35:09
TR\土耳其杯\特拉布宗体育(Trabzonspor) VS 阿拉尼亚体育(Alanyaspor) | 2020/7/30 02:30 | 主 | 买+ | 0 | 07-28 15:03:13
TR\土耳其杯\特拉布宗体育(Trabzonspor) VS 阿拉尼亚体育(Alanyaspor) | 2020/7/30 02:30 | 平 | - | 0 | 07-28 12:35:01
TR\土耳其杯\特拉布宗体育(Trabzonspor) VS 阿拉尼亚体育(Alanyaspor) | 2020/7/30 02:30 | 平 | 冲 | 0 | 07-28 13:03:04
TR\土耳其杯\特拉布宗体育(Trabzonspor) VS 阿拉尼亚体育(Alanyaspor) | 2020/7/30 02:30 | 平 | 买+ | 0 | 07-28 13:35:09
TR\土耳其杯\特拉布宗体育(Trabzonspor) VS 阿拉尼亚体育(Alanyaspor) | 2020/7/30 02:30 | 平 | 买+ | 0 | 07-28 15:03:13
RO\罗甲\克卢日(CFR Cluj) VS 博托沙尼(Botosani) | 2020/7/29 02:30 | 主 | 卖 | 5344 | 07-28 08:20:14
RO\罗甲\克卢日(CFR Cluj) VS 博托沙尼(Botosani) | 2020/7/29 02:30 | 主 | 买 | 2229 | 07-28 12:46:39
RO\罗甲\克卢日(CFR Cluj) VS 博托沙尼(Botosani) | 2020/7/29 02:30 | 主 | 卖 | 1103 | 07-28 15:37:16
RO\罗甲\克卢日(CFR Cluj) VS 博托沙尼(Botosani) | 2020/7/29 02:30 | 客 | 卖 | 48 | 07-28 12:46:39
RO\罗甲\克卢日(CFR Cluj) VS 博托沙尼(Botosani) | 2020/7/29 02:30 | 客 | 卖 | 55 | 07-28 15:37:16
RO\罗甲\克卢日(CFR Cluj) VS 博托沙尼(Botosani) | 2020/7/29 02:30 | 平 | 买 | 159 | 07-28 08:20:14
RO\罗甲\克卢日(CFR Cluj) VS 博托沙尼(Botosani) | 2020/7/29 02:30 | 平 | 卖 | 108 | 07-28 12:46:39
RO\罗甲\克卢日(CFR Cluj) VS 博托沙尼(Botosani) | 2020/7/29 02:30 | 平 | 买 | 515 | 07-28 15:37:16
MX\墨超\蒙特雷(Monterrey) VS 托卢卡(Toluca) | 2020/7/29 08:00 | 主 | 卖 | 134 | 07-28 02:43:10
MX\墨超\蒙特雷(Monterrey) VS 托卢卡(Toluca) | 2020/7/29 08:00 | 主 | 买 | 171 | 07-28 06:55:36
MX\墨超\蒙特雷(Monterrey) VS 托卢卡(Toluca) | 2020/7/29 08:00 | 客 | 卖 | 150 | 07-28 02:43:10
MX\墨超\蒙特雷(Monterrey) VS 托卢卡(Toluca) | 2020/7/29 08:00 | 客 | 买+ | 6 | 07-28 06:55:36
MX\墨超\蒙特雷(Monterrey) VS 托卢卡(Toluca) | 2020/7/29 08:00 | 平 | 买 | 150 | 07-28 02:43:10
MX\墨超\蒙特雷(Monterrey) VS 托卢卡(Toluca) | 2020/7/29 08:00 | 平 | 买+ | 10 | 07-28 06:55:36
Tue Jul 28 2020 15:50:01 GMT+0800 (GMT+08:00)
CH\瑞士超级联赛\苏黎世(FC Zurich) VS 锡永(Sion) | 2020/7/29 02:30 | 主 | 卖 | 119 | 07-28 13:17:05
CH\瑞士超级联赛\苏黎世(FC Zurich) VS 锡永(Sion) | 2020/7/29 02:30 | 主 | 卖 | 60 | 07-28 13:44:18
CH\瑞士超级联赛\苏黎世(FC Zurich) VS 锡永(Sion) | 2020/7/29 02:30 | 主 | 卖 | 929 | 07-28 13:50:26
CH\瑞士超级联赛\苏黎世(FC Zurich) VS 锡永(Sion) | 2020/7/29 02:30 | 主 | 卖 | 242 | 07-28 14:26:53
CH\瑞士超级联赛\苏黎世(FC Zurich) VS 锡永(Sion) | 2020/7/29 02:30 | 主 | 卖 | 62 | 07-28 14:36:05
CH\瑞士超级联赛\苏黎世(FC Zurich) VS 锡永(Sion) | 2020/7/29 02:30 | 主 | 卖 | 97 | 07-28 15:34:22
CH\瑞士超级联赛\苏黎世(FC Zurich) VS 锡永(Sion) | 2020/7/29 02:30 | 主 | 买 | 375 | 07-28 15:37:28
CH\瑞士超级联赛\苏黎世(FC Zurich) VS 锡永(Sion) | 2020/7/29 02:30 | 客 | 买+ | 1759 | 07-28 13:17:05
CH\瑞士超级联赛\苏黎世(FC Zurich) VS 锡永(Sion) | 2020/7/29 02:30 | 客 | 卖 | 638 | 07-28 13:44:18
CH\瑞士超级联赛\苏黎世(FC Zurich) VS 锡永(Sion) | 2020/7/29 02:30 | 客 | 买 | 324 | 07-28 13:50:26
CH\瑞士超级联赛\苏黎世(FC Zurich) VS 锡永(Sion) | 2020/7/29 02:30 | 客 | 买 | 636 | 07-28 14:36:05
CH\瑞士超级联赛\苏黎世(FC Zurich) VS 锡永(Sion) | 2020/7/29 02:30 | 客 | 买 | 1502 | 07-28 15:34:22
CH\瑞士超级联赛\苏黎世(FC Zurich) VS 锡永(Sion) | 2020/7/29 02:30 | 客 | 卖 | 470 | 07-28 15:37:28
CH\瑞士超级联赛\苏黎世(FC Zurich) VS 锡永(Sion) | 2020/7/29 02:30 | 平 | 买 | 2687 | 07-28 13:17:05
CH\瑞士超级联赛\苏黎世(FC Zurich) VS 锡永(Sion) | 2020/7/29 02:30 | 平 | 卖 | 121 | 07-28 13:50:26
CH\瑞士超级联赛\苏黎世(FC Zurich) VS 锡永(Sion) | 2020/7/29 02:30 | 平 | 卖 | 78 | 07-28 14:26:53
CH\瑞士超级联赛\苏黎世(FC Zurich) VS 锡永(Sion) | 2020/7/29 02:30 | 平 | 买 | 315 | 07-28 14:36:05
DK\丹麦足球超级联赛\奥胡斯(AGF) VS 欧登塞(OB) | 2020/7/30 02:00 | 主 | - | 0 | 07-28 12:35:01
DK\丹麦足球超级联赛\奥胡斯(AGF) VS 欧登塞(OB) | 2020/7/30 02:00 | 主 | 冲 | -4 | 07-28 13:03:05
DK\丹麦足球超级联赛\奥胡斯(AGF) VS 欧登塞(OB) | 2020/7/30 02:00 | 主 | 买+ | 0 | 07-28 13:23:10
DK\丹麦足球超级联赛\奥胡斯(AGF) VS 欧登塞(OB) | 2020/7/30 02:00 | 主 | 卖+ | 2 | 07-28 15:03:14
DK\丹麦足球超级联赛\奥胡斯(AGF) VS 欧登塞(OB) | 2020/7/30 02:00 | 主 | 冲 | -1 | 07-28 15:15:21
DK\丹麦足球超级联赛\奥胡斯(AGF) VS 欧登塞(OB) | 2020/7/30 02:00 | 主 | - | 0 | 07-28 15:47:24
DK\丹麦足球超级联赛\奥胡斯(AGF) VS 欧登塞(OB) | 2020/7/30 02:00 | 客 | - | 0 | 07-28 12:35:01
DK\丹麦足球超级联赛\奥胡斯(AGF) VS 欧登塞(OB) | 2020/7/30 02:00 | 客 | 冲 | -1 | 07-28 13:03:05
DK\丹麦足球超级联赛\奥胡斯(AGF) VS 欧登塞(OB) | 2020/7/30 02:00 | 客 | 卖+ | 0 | 07-28 13:23:10
DK\丹麦足球超级联赛\奥胡斯(AGF) VS 欧登塞(OB) | 2020/7/30 02:00 | 客 | 卖+ | 0 | 07-28 15:03:14
DK\丹麦足球超级联赛\奥胡斯(AGF) VS 欧登塞(OB) | 2020/7/30 02:00 | 客 | 冲 | -1 | 07-28 15:15:21
DK\丹麦足球超级联赛\奥胡斯(AGF) VS 欧登塞(OB) | 2020/7/30 02:00 | 客 | 买 | 145 | 07-28 15:47:24
DK\丹麦足球超级联赛\奥胡斯(AGF) VS 欧登塞(OB) | 2020/7/30 02:00 | 平 | - | 0 | 07-28 12:35:01
DK\丹麦足球超级联赛\奥胡斯(AGF) VS 欧登塞(OB) | 2020/7/30 02:00 | 平 | 冲 | 0 | 07-28 13:03:05
DK\丹麦足球超级联赛\奥胡斯(AGF) VS 欧登塞(OB) | 2020/7/30 02:00 | 平 | 卖+ | 0 | 07-28 13:23:10
DK\丹麦足球超级联赛\奥胡斯(AGF) VS 欧登塞(OB) | 2020/7/30 02:00 | 平 | 卖+ | 0 | 07-28 15:03:14
DK\丹麦足球超级联赛\奥胡斯(AGF) VS 欧登塞(OB) | 2020/7/30 02:00 | 平 | 冲 | 0 | 07-28 15:15:21
DK\丹麦足球超级联赛\奥胡斯(AGF) VS 欧登塞(OB) | 2020/7/30 02:00 | 平 | - | 0 | 07-28 15:47:24
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 主 | - | 0 | 07-28 12:35:00
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 主 | 买+ | 11 | 07-28 13:07:22
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 主 | - | 0 | 07-28 14:19:40
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 主 | 卖+ | 197 | 07-28 14:35:49
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 主 | 卖+ | 51 | 07-28 14:51:55
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 主 | 卖+ | 2 | 07-28 15:03:59
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 主 | 卖+ | 57 | 07-28 15:16:17
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 主 | 买+ | 541 | 07-28 15:24:20
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 主 | 卖+ | 1056 | 07-28 15:28:23
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 主 | 买 | 0 | 07-28 15:36:29
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 客 | - | 0 | 07-28 12:35:00
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 客 | 买 | 399 | 07-28 14:19:40
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 客 | - | 0 | 07-28 14:35:49
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 客 | - | 0 | 07-28 14:51:55
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 客 | - | 0 | 07-28 15:16:17
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 客 | 买 | 100 | 07-28 15:24:20
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 客 | 买+ | 3052 | 07-28 15:28:23
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 客 | 卖 | 664 | 07-28 15:36:29
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 平 | - | 0 | 07-28 12:35:00
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 平 | 卖+ | 2 | 07-28 13:07:22
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 平 | 卖+ | 1476 | 07-28 14:19:40
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 平 | - | 0 | 07-28 14:35:49
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 平 | - | 0 | 07-28 14:51:55
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 平 | 卖+ | 5 | 07-28 15:03:59
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 平 | - | 0 | 07-28 15:16:17
[竞彩20200729期第024场] IT\意甲\萨索洛(Sassuolo) VS 热那亚(Genoa) | 2020/7/30 01:30 | 平 | 卖+ | 403 | 07-28 15:28:23
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 主 | - | 0 | 07-28 12:35:07
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 主 | - | 0 | 07-28 13:51:44
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 主 | 买+ | 84 | 07-28 14:39:48
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 主 | 卖+ | 502 | 07-28 14:52:07
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 主 | 买 | 940 | 07-28 14:56:11
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 主 | 买+ | 17 | 07-28 15:00:22
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 主 | 买+ | 169 | 07-28 15:12:51
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 主 | - | 0 | 07-28 15:17:07
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 主 | 买+ | 1009 | 07-28 15:33:18
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 主 | - | 0 | 07-28 15:37:21
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 客 | - | 0 | 07-28 12:35:07
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 客 | 买 | 54 | 07-28 13:51:44
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 客 | 卖 | 817 | 07-28 14:39:48
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 客 | - | 0 | 07-28 14:52:07
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 客 | 卖 | 41 | 07-28 14:56:11
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 客 | 卖+ | 134 | 07-28 15:00:22
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 客 | - | 0 | 07-28 15:12:51
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 客 | 买 | 585 | 07-28 15:17:07
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 客 | 买+ | 3187 | 07-28 15:33:18
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 客 | 卖+ | 1408 | 07-28 15:37:21
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 平 | - | 0 | 07-28 12:35:07
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 平 | - | 0 | 07-28 13:51:44
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 平 | - | 0 | 07-28 14:39:48
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 平 | - | 0 | 07-28 14:52:07
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 平 | 卖+ | 1697 | 07-28 14:56:11
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 平 | 卖 | 600 | 07-28 15:00:22
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 平 | 买 | 199 | 07-28 15:12:51
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 平 | 卖+ | 172 | 07-28 15:17:07
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 平 | 买+ | 4750 | 07-28 15:33:18
[竞彩20200729期第031场] IT\意甲\卡利亚里(Cagliari) VS 尤文图斯(Juventus) | 2020/7/30 03:45 | 平 | 卖 | 449 | 07-28 15:37:21
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 主 | - | 0 | 07-28 12:34:59
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 主 | 买 | 145 | 07-28 12:51:15
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 主 | 冲 | -142 | 07-28 13:03:27
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 主 | 卖 | 1278 | 07-28 13:15:54
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 主 | 卖 | 502 | 07-28 14:12:07
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 主 | 卖 | 190 | 07-28 14:52:20
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 主 | 买+ | 63 | 07-28 15:00:34
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 主 | 买 | 9197 | 07-28 15:49:03
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 客 | - | 0 | 07-28 12:34:59
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 客 | - | 0 | 07-28 12:51:15
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 客 | 冲 | -23 | 07-28 13:03:27
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 客 | 买+ | 6 | 07-28 13:15:54
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 客 | - | 0 | 07-28 14:12:07
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 客 | 卖+ | 184 | 07-28 14:52:20
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 客 | 卖+ | 10 | 07-28 15:00:34
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 客 | 冲 | -7 | 07-28 15:49:03
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 平 | - | 0 | 07-28 12:34:59
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 平 | - | 0 | 07-28 12:51:15
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 平 | 冲 | -18 | 07-28 13:03:27
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 平 | 卖+ | 6 | 07-28 13:15:54
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 平 | - | 0 | 07-28 14:12:07
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 平 | - | 0 | 07-28 14:52:20
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 平 | 买+ | 8 | 07-28 15:00:34
[竞彩20200729期第023场] IT\意甲\乌迪内斯(Udinese) VS 莱切(Lecce) | 2020/7/30 01:30 | 平 | 冲 | -8 | 07-28 15:49:03
[竞彩20200729期第030场] IT\意甲\佛罗伦萨(Fiorentina) VS 博洛尼亚(Bologna) | 2020/7/30 03:45 | 主 | - | 0 | 07-28 12:35:06
[竞彩20200729期第030场] IT\意甲\佛罗伦萨(Fiorentina) VS 博洛尼亚(Bologna) | 2020/7/30 03:45 | 主 | 冲 | -6 | 07-28 13:03:13
[竞彩20200729期第030场] IT\意甲\佛罗伦萨(Fiorentina) VS 博洛尼亚(Bologna) | 2020/7/30 03:45 | 主 | - | 0 | 07-28 13:31:22
[竞彩20200729期第030场] IT\意甲\佛罗伦萨(Fiorentina) VS 博洛尼亚(Bologna) | 2020/7/30 03:45 | 主 | 冲 | 0 | 07-28 15:03:41
[竞彩20200729期第030场] IT\意甲\佛罗伦萨(Fiorentina) VS 博洛尼亚(Bologna) | 2020/7/30 03:45 | 主 | - | 0 | 07-28 15:19:50
[竞彩20200729期第030场] IT\意甲\佛罗伦萨(Fiorentina) VS 博洛尼亚(Bologna) | 2020/7/30 03:45 | 客 | - | 0 | 07-28 12:35:06
[竞彩20200729期第030场] IT\意甲\佛罗伦萨(Fiorentina) VS 博洛尼亚(Bologna) | 2020/7/30 03:45 | 客 | 卖 | 2908 | 07-28 13:03:13
[竞彩20200729期第030场] IT\意甲\佛罗伦萨(Fiorentina) VS 博洛尼亚(Bologna) | 2020/7/30 03:45 | 客 | - | 0 | 07-28 13:31:22
[竞彩20200729期第030场] IT\意甲\佛罗伦萨(Fiorentina) VS 博洛尼亚(Bologna) | 2020/7/30 03:45 | 客 | 冲 | 0 | 07-28 15:03:41
[竞彩20200729期第030场] IT\意甲\佛罗伦萨(Fiorentina) VS 博洛尼亚(Bologna) | 2020/7/30 03:45 | 客 | 买+ | 2 | 07-28 15:19:50
[竞彩20200729期第030场] IT\意甲\佛罗伦萨(Fiorentina) VS 博洛尼亚(Bologna) | 2020/7/30 03:45 | 平 | - | 0 | 07-28 12:35:06
[竞彩20200729期第030场] IT\意甲\佛罗伦萨(Fiorentina) VS 博洛尼亚(Bologna) | 2020/7/30 03:45 | 平 | 冲 | -4 | 07-28 13:03:13
[竞彩20200729期第030场] IT\意甲\佛罗伦萨(Fiorentina) VS 博洛尼亚(Bologna) | 2020/7/30 03:45 | 平 | 买+ | 378 | 07-28 13:31:22
[竞彩20200729期第030场] IT\意甲\佛罗伦萨(Fiorentina) VS 博洛尼亚(Bologna) | 2020/7/30 03:45 | 平 | 卖+ | 2 | 07-28 15:03:41
[竞彩20200729期第030场] IT\意甲\佛罗伦萨(Fiorentina) VS 博洛尼亚(Bologna) | 2020/7/30 03:45 | 平 | - | 0 | 07-28 15:19:50
[竞彩20200729期第025场] IT\意甲\拉齐奥(Lazio) VS 布雷西亚(Brescia) | 2020/7/30 01:30 | 主 | - | 0 | 07-28 12:34:58
[竞彩20200729期第025场] IT\意甲\拉齐奥(Lazio) VS 布雷西亚(Brescia) | 2020/7/30 01:30 | 主 | - | 0 | 07-28 12:43:14
[竞彩20200729期第025场] IT\意甲\拉齐奥(Lazio) VS 布雷西亚(Brescia) | 2020/7/30 01:30 | 主 | 卖+ | 221 | 07-28 13:07:56
[竞彩20200729期第025场] IT\意甲\拉齐奥(Lazio) VS 布雷西亚(Brescia) | 2020/7/30 01:30 | 主 | 卖+ | 387 | 07-28 14:08:19
[竞彩20200729期第025场] IT\意甲\拉齐奥(Lazio) VS 布雷西亚(Brescia) | 2020/7/30 01:30 | 主 | 卖+ | 199 | 07-28 14:44:31
[竞彩20200729期第025场] IT\意甲\拉齐奥(Lazio) VS 布雷西亚(Brescia) | 2020/7/30 01:30 | 主 | 买 | 3276 | 07-28 14:56:34
[竞彩20200729期第025场] IT\意甲\拉齐奥(Lazio) VS 布雷西亚(Brescia) | 2020/7/30 01:30 | 主 | 卖+ | 212 | 07-28 15:00:38
[竞彩20200729期第025场] IT\意甲\拉齐奥(Lazio) VS 布雷西亚(Brescia) | 2020/7/30 01:30 | 客 | - | 0 | 07-28 12:34:58
[竞彩20200729期第025场] IT\意甲\拉齐奥(Lazio) VS 布雷西亚(Brescia) | 2020/7/30 01:30 | 客 | 买 | 100 | 07-28 12:43:14
[竞彩20200729期第025场] IT\意甲\拉齐奥(Lazio) VS 布雷西亚(Brescia) | 2020/7/30 01:30 | 客 | 卖+ | 8 | 07-28 13:07:56
